CountryA3,Entity,Sector,0
USA,Industries,Irradiation apparatus manufacturing                                                                                          ,0.0
USA,Industries,"Watch, clock, and other measuring and controlling device manufacturing",0.0
USA,Industries,"Software, audio, and video media reproducing ",0.0
USA,Industries,Magnetic and optical recording media manufacturing                                                                           ,0.0
USA,Industries,Electric lamp bulb and part manufacturing                                                                                    ,0.0
USA,Industries,Lighting fixture manufacturing                                                                                               ,0.0
USA,Industries,Small electrical appliance manufacturing                                                                                     ,0.0
USA,Industries,Electromedical and electrotherapeutic apparatus manufacturing ,0.0
USA,Industries,Semiconductor machinery manufacturing                                                                                        ,0.0
USA,Industries,"Vending, commercial, industrial, and office machinery manufacturing",0.0
USA,Industries,Optical instrument and lens manufacturing                                                                                    ,0.0
USA,Industries,Photographic and photocopying equipment manufacturing                                                                        ,0.0
USA,Industries,Other commercial and service industry machinery manufacturing                                                                ,0.0
USA,Industries,Air purification and ventilation equipment manufacturing                                                                                          ,0.0
USA,Industries,Heating equipment (except warm air furnaces) manufacturing,0.0
USA,Industries,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",0.0
USA,Industries,Industrial mold manufacturing                                                                                                ,0.0
USA,Industries,Metal cutting and forming machine tool manufacturing ,0.0
USA,Industries,"Special tool, die, jig, and fixture manufacturing                                                                            ",0.0
USA,Industries,Cutting tool and machine tool accessory manufacturing                                                                        ,0.0
USA,Industries,Computer storage device manufacturing                                                                                        ,0.0
USA,Industries,Turbine and turbine generator set units manufacturing                                                                        ,0.0
USA,Industries,"Speed changer, industrial high-speed drive, and gear manufacturing                                                           ",0.0
USA,Industries,Mechanical power transmission equipment manufacturing                                                                        ,0.0
USA,Industries,Other engine equipment manufacturing                                                                                         ,0.0
USA,Industries,Pump and pumping equipment manufacturing                                                                                     ,0.0
USA,Industries,Air and gas compressor manufacturing                                                                                         ,0.0
USA,Industries,Material handling equipment manufacturing                                                                                    ,0.0
USA,Industries,Power-driven handtool manufacturing                                                                                          ,0.0
USA,Industries,Other general purpose machinery manufacturing,0.0
USA,Industries,Packaging machinery manufacturing                                                                                            ,0.0
USA,Industries,Industrial process furnace and oven manufacturing                                                                            ,0.0
USA,Industries,Fluid power process machinery                                                                                                ,0.0
USA,Industries,Electronic computer manufacturing                                                                                            ,0.0
USA,Industries,Rolling mill and other metalworking machinery manufacturing,0.0
USA,Industries,Ship building and repairing                                                                                                  ,0.0
USA,Industries,Boat building                                                                                                                ,0.0
USA,Industries,"Motorcycle, bicycle, and parts manufacturing                                                                                 ",0.0
USA,Industries,"Military armored vehicle, tank, and tank component manufacturing",0.0
USA,Industries,All other transportation equipment manufacturing,0.0
USA,Industries,Wood kitchen cabinet and countertop manufacturing                                                                            ,0.0
USA,Industries,Upholstered household furniture manufacturing                                                                                ,0.0
USA,Industries,Nonupholstered wood household furniture manufacturing                                                                        ,0.0
USA,Industries,Metal and other household furniture (except wood) manufacturing1,0.0
USA,Industries,Institutional furniture manufacturing                                                                                        ,0.0
USA,Industries,"Wood television, radio, and sewing machine cabinet manufacturing1",0.0
USA,Industries,Office furniture and custom architectural woodwork and millwork manufacturing1,0.0
USA,Industries,Household cooking appliance manufacturing                                                                                    ,0.0
USA,Industries,Mattress manufacturing  ,0.0
USA,Industries,Blind and shade manufacturing   ,0.0
USA,Industries,Laboratory apparatus and furniture manufacturing                                                                             ,0.0
USA,Industries,Surgical and medical instrument manufacturing                                                                                ,0.0
USA,Industries,Surgical appliance and supplies manufacturing                                                                                ,0.0
USA,Industries,Dental equipment and supplies manufacturing                                                                                  ,0.0
USA,Industries,Ophthalmic goods manufacturing                                                                                               ,0.0
USA,Industries,Dental laboratories                                                                                                          ,0.0
USA,Industries,Jewelry and silverware manufacturing                                                                                         ,0.0
USA,Industries,Sporting and athletic goods manufacturing                                                                                    ,0.0
USA,Industries,"Doll, toy, and game manufacturing                                                                                            ",0.0
USA,Industries,Office supplies (except paper) manufacturing                                                                                 ,0.0
USA,Industries,Sign manufacturing                                                                                                           ,0.0
USA,Industries,"Showcase, partition, shelving, and locker manufacturing  ",0.0
USA,Industries,Household refrigerator and home freezer manufacturing                                                                        ,0.0
USA,Industries,Household laundry equipment manufacturing                                                                                    ,0.0
USA,Industries,Other major household appliance manufacturing                                                                                ,0.0
USA,Industries,"Power, distribution, and specialty transformer manufacturing                                                                       ",0.0
USA,Industries,Motor and generator manufacturing                                                                                            ,0.0
USA,Industries,Switchgear and switchboard apparatus manufacturing                                                                           ,0.0
USA,Industries,Relay and industrial control manufacturing                                                                                   ,0.0
USA,Industries,Storage battery manufacturing                                                                                                ,0.0
USA,Industries,Primary battery manufacturing                                                                                                ,0.0
USA,Industries,Communication and energy wire and cable manufacturing                                                                        ,0.0
USA,Industries,Wiring device manufacturing                                                                                                  ,0.0
USA,Industries,Carbon and graphite product manufacturing                                                                                    ,0.0
USA,Industries,Railroad rolling stock manufacturing                                                                                         ,0.0
USA,Industries,Automobile manufacturing                                                                                                     ,0.0
USA,Industries,Light truck and utility vehicle manufacturing ,0.0
USA,Industries,Heavy duty truck manufacturing                                                                                               ,0.0
USA,Industries,Motor vehicle body manufacturing                                                                                             ,0.0
USA,Industries,Truck trailer manufacturing                                                                                                  ,0.0
USA,Industries,Motor home manufacturing                                                                                                     ,0.0
USA,Industries,Travel trailer and camper manufacturing                                                                                      ,0.0
USA,Industries,Motor vehicle parts manufacturing                                                                                            ,0.0
USA,Industries,Aircraft manufacturing                                                                                                       ,0.0
USA,Industries,Aircraft engine and engine parts manufacturing                                                                               ,0.0
USA,Industries,Other aircraft parts and auxiliary equipment manufacturing,0.0
USA,Industries,Guided missile and space vehicle manufacturing                                                                               ,0.0
USA,Industries,Propulsion units and parts for space vehicles and guided missiles,0.0
USA,Industries,All other miscellaneous electrical equipment and component manufacturing,0.0
USA,Industries,Synthetic rubber manufacturing                                                                                               ,0.0
USA,Industries,Artificial and synthetic fibers and filaments manufacturing                                                                  ,0.0
USA,Industries,Fertilizer manufacturing,0.0
USA,Industries,Pesticide and other agricultural chemical manufacturing,0.0
USA,Industries,Medicinal and botanical manufacturing                                                                                        ,0.0
USA,Industries,Pharmaceutical preparation manufacturing                                                                                     ,0.0
USA,Industries,In-vitro diagnostic substance manufacturing                                                                                  ,0.0
USA,Industries,Biological product (except diagnostic) manufacturing                                                                         ,0.0
USA,Industries,Paint and coating manufacturing                                                                                              ,0.0
USA,Industries,Adhesive manufacturing                                                                                                       ,0.0
USA,Industries,Soap and cleaning compound manufacturing                                                                                     ,0.0
USA,Industries,Toilet preparation manufacturing                                                                                             ,0.0
USA,Industries,Plastics and rubber industry machinery manufacturing,0.0
USA,Industries,All other chemical product and preparation manufacturing                                                                     ,0.0
USA,Industries,Plastics packaging materials and unlaminated film and sheet manufacturing ,0.0
USA,Industries,Unlaminated plastics profile shape manufacturing                                                                             ,0.0
USA,Industries,Plastics pipe and pipe fitting manufacturing                                                                                 ,0.0
USA,Industries,"Laminated plastics plate, sheet (except packaging), and shape manufacturing ",0.0
USA,Industries,Polystyrene foam product manufacturing                                                                                       ,0.0
USA,Industries,Urethane and other foam product (except polystyrene) manufacturing                                                           ,0.0
USA,Industries,Plastics bottle manufacturing                                                                                                ,0.0
USA,Industries,Other plastics product manufacturing                                                                                         ,0.0
USA,Industries,Tire manufacturing                                                                                                           ,0.0
USA,Industries,Rubber and plastics hoses and belting manufacturing ,0.0
USA,Industries,Other rubber product manufacturing                                                                                           ,0.0
USA,Industries,"Pottery, ceramics, and plumbing fixture manufacturing                                                                        ",0.0
USA,Industries,Printing ink manufacturing                                                                                                   ,0.0
USA,Industries,Manufactured home (mobile home) manufacturing,0.0
USA,Industries,Prefabricated wood building manufacturing                                                                                    ,0.0
USA,Industries,All other miscellaneous wood product manufacturing,0.0
USA,Industries,Pulp mills                                                                                                                   ,0.0
USA,Industries,Paper mills                                                                                                                  ,0.0
USA,Industries,Paperboard Mills                                                                                                             ,0.0
USA,Industries,Paperboard container manufacturing                                                                                           ,0.0
USA,Industries,"Coated and laminated paper, packaging paper and plastics film manufacturing                                                         ",0.0
USA,Industries,All other paper bag and coated and treated paper manufacturing                                                                        ,0.0
USA,Industries,Stationery product manufacturing                                                                                             ,0.0
USA,Industries,Sanitary paper product manufacturing                                                                                         ,0.0
USA,Industries,All other converted paper product manufacturing                                                                              ,0.0
USA,Industries,Plastics material and resin manufacturing                                                                                    ,0.0
USA,Industries,Support activities for printing                                                                                              ,0.0
USA,Industries,Petroleum refineries                                                                                                         ,0.0
USA,Industries,Asphalt paving mixture and block manufacturing                                                                               ,0.0
USA,Industries,Asphalt shingle and coating materials manufacturing                                                                          ,0.0
USA,Industries,Petroleum lubricating oil and grease manufacturing                                                                           ,0.0
USA,Industries,All other petroleum and coal products manufacturing                                                                          ,0.0
USA,Industries,Petrochemical manufacturing                                                                                                  ,0.0
USA,Industries,Industrial gas manufacturing                                                                                                 ,0.0
USA,Industries,Synthetic dye and pigment manufacturing                                                                                      ,0.0
USA,Industries,Alkalies and chlorine manufacturing                                                                                          ,0.0
USA,Industries,Carbon black manufacturing                                                                                                   ,0.0
USA,Industries,All other basic inorganic chemical manufacturing                                                                             ,0.0
USA,Industries,Other basic organic chemical manufacturing                                                                                   ,0.0
USA,Industries,Printing                                                                                                                     ,0.0
USA,Industries,Custom roll forming                                                                                                          ,0.0
USA,Industries,Crown and closure manufacturing and metal stamping,0.0
USA,Industries,"Cutlery, utensil, pot, and pan manufacturing ",0.0
USA,Industries,Handtool manufacturing                                                                                                       ,0.0
USA,Industries,Plate work and fabricated structural product manufacturing                                                                   ,0.0
USA,Industries,Ornamental and architectural metal products manufacturing                                                                   ,0.0
USA,Industries,Power boiler and heat exchanger manufacturing                                                                                ,0.0
USA,Industries,Metal tank (heavy gauge) manufacturing                                                                                       ,0.0
USA,Industries,"Metal can, box, and other metal container (light gauge) manufacturing  ",0.0
USA,Industries,Ammunition manufacturing                                                                                                     ,0.0
USA,Industries,"Arms, ordnance, and accessories manufacturing",0.0
USA,Industries,Hardware manufacturing                                                                                                       ,0.0
USA,Industries,"Brick, tile, and other structural clay product manufacturing ",0.0
USA,Industries,Machine shops                                                                                                                ,0.0
USA,Industries,"Turned product and screw, nut, and bolt manufacturing                                                                        ",0.0
USA,Industries,"Coating, engraving, heat treating and allied activities                                                                      ",0.0
USA,Industries,Valve and fittings other than plumbing                                                                                       ,0.0
USA,Industries,Plumbing fixture fitting and trim manufacturing                                                                              ,0.0
USA,Industries,Ball and roller bearing manufacturing                                                                                        ,0.0
USA,Industries,Fabricated pipe and pipe fitting manufacturing                                                                               ,0.0
USA,Industries,Other fabricated metal manufacturing                                                                                         ,0.0
USA,Industries,Farm machinery and equipment manufacturing                                                                                   ,0.0
USA,Industries,Lawn and garden equipment manufacturing                                                                                      ,0.0
USA,Industries,Construction machinery manufacturing                                                                                         ,0.0
USA,Industries,Mining and oil and gas field machinery manufacturing                                                                         ,0.0
USA,Industries,Other industrial machinery manufacturing                                                                                     ,0.0
USA,Industries,Spring and wire product manufacturing                                                                                        ,0.0
USA,Industries,Clay and nonclay refractory manufacturing ,0.0
USA,Industries,Flat glass manufacturing                                                                                                     ,0.0
USA,Industries,Other pressed and blown glass and glassware manufacturing                                                                    ,0.0
USA,Industries,Glass container manufacturing                                                                                                ,0.0
USA,Industries,Glass product manufacturing made of purchased glass                                                                          ,0.0
USA,Industries,Cement manufacturing                                                                                                         ,0.0
USA,Industries,Ready-mix concrete manufacturing                                                                                             ,0.0
USA,Industries,"Concrete pipe, brick, and block manufacturing",0.0
USA,Industries,Other concrete product manufacturing                                                                                         ,0.0
USA,Industries,Lime and gypsum product manufacturing                                                                                        ,0.0
USA,Industries,Abrasive product manufacturing                                                                                               ,0.0
USA,Industries,Cut stone and stone product manufacturing                                                                                    ,0.0
USA,Industries,"All other forging, stamping, and sintering                                                                                  ",0.0
USA,Industries,Mineral wool manufacturing                                                                                                   ,0.0
USA,Industries,Miscellaneous nonmetallic mineral products                                                                                   ,0.0
USA,Industries,Iron and steel mills and ferroalloy manufacturing,0.0
USA,Industries,Steel product manufacturing from purchased steel,0.0
USA,Industries,Alumina refining and primary aluminum production                                                                             ,0.0
USA,Industries,Secondary smelting and alloying of aluminum                                                                                  ,0.0
USA,Industries,Aluminum product manufacturing from purchased aluminum,0.0
USA,Industries,Primary smelting and refining of copper                                                                                      ,0.0
USA,Industries,Primary smelting and refining of nonferrous metal (except copper and aluminum),0.0
USA,Industries,"Copper rolling, drawing, extruding and alloying                                                                              ",0.0
USA,Industries,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying                                       ",0.0
USA,Industries,Ferrous metal foundries                                                                                                     ,0.0
USA,Industries,Nonferrous metal foundries,0.0
USA,Industries,Ground or treated mineral and earth manufacturing,0.0
VEN,Industries,"Manufacture of concrete, cement and plaster. Cutting, shaping and finishing of stone",0.0
VEN,Industries,Manufacture of other non-metallic mineral products nec,0.0
VEN,Industries,Basic manufacture of basic iron and steel,0.0
VEN,Industries,Manufacture of basic precious and nonferrous metals,0.0
VEN,Industries,Metal Casting,0.0
VEN,Industries,"Manufacture of structural metal products, tanks, reservoirs and steam generators",0.0
VEN,Industries,Manufacture of fabricated metal products,0.0
VEN,Industries,Manufacture of general purpose machinery,0.0
VEN,Industries,Manufacture of special purpose machinery,0.0
VEN,Industries,Manufacture of domestic appliances n.e.c.,0.0
VEN,Industries,Manufacture of electrical machinery and apparatus nec,0.0
VEN,Industries,"Manufacture of computers and radios, television and communication devices",0.0
AUS,Industries,Corrective centres,0.0
VEN,Industries,"Manufacture of motor vehicles, trailers and semi-trailers",0.0
VEN,Industries,Manufacture of other transport equipment,0.0
VEN,Industries,Manufacture of furniture and manufacturing nec,0.0
VEN,Industries,"Power production, transmission and distribution",0.0
VEN,Industries,"Collection, purification and distribution of water",0.0
VEN,Industries,Residential Construction,0.0
VEN,Industries,Nonresidential construction,0.0
VEN,Industries,Renting of construction or demolition of buildings equipment for engineering work with operator,0.0
VEN,Industries,Town planning,0.0
VEN,Industries,"Wholesale Trade, Including Trade in Motor Vehicles and Motorcycles",0.0
VEN,Industries,"Retail Trade, Including Trade in Motor Vehicles and Motorcycles, Retail Sale of Motor Vehicle Fuel",0.0
VEN,Industries,Maintenance and Repair of Motor Vehicles and Motorcycles,0.0
VEN,Industries,"Medical device manufacturing, precision and optical & watches",0.0
VEN,Industries,Manufacture of other textiles,0.0
VEN,Industries,Manufacture of fabrics and knitted or crocheted,0.0
VEN,Industries,"Manufacture of wearing apparel, except fur apparel",0.0
VEN,Industries,"Tanning and dressing of leather, manufacture of luggage, handbags, saddlery",0.0
VEN,Industries,Shoemaking,0.0
VEN,Industries,Sawmill and planing of wood,0.0
VEN,Industries,"Manufacture of wood, cork, straw and plaiting materials",0.0
VEN,Industries,Paper and Paper Products,0.0
VEN,Industries,"Publishing, printing and reproduction of recorded media",0.0
VEN,Industries,Manufacture of charcoal kilns,0.0
VEN,Industries,Manufacture of refined petroleum and nuclear fuel,0.0
VEN,Industries,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds",0.0
VEN,Industries,"Manufacture of cement, lime and plaster",0.0
VEN,Industries,Manufacture of plastics in primary forms and synthetic rubber,0.0
VEN,Industries,Manufacture of pesticides and other agro-chemical products,0.0
VEN,Industries,"Manufactures of paints, varnishes and similar coatings, printing inks and mastics",0.0
VEN,Industries,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products",0.0
VEN,Industries,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",0.0
VEN,Industries,Manufacture of other chemicals n.e.c.,0.0
VEN,Industries,"Manufacture of man-made fibers, n.e.c.",0.0
VEN,Industries,Manufacture of rubber products,0.0
VEN,Industries,Manufacture of plastic products,0.0
VEN,Industries,Manufacture of glass and glass products,0.0
VEN,Industries,Manufacture of non-refractory ceramic for nonstructural use,0.0
VEN,Industries,Manufacture of refractory ceramic products,0.0
VEN,Industries,Manufacture of non-refractory clay and ceramic products for structural use,0.0
VEN,Industries,Manufacture of fertilizers and nitrogen compounds,0.0
VEN,Industries,Education Services,0.0
VEN,Industries,Health and Social Services,0.0
VEN,Industries,"Elimination of waste and wastewater, sanitation and similar activities",0.0
VEN,Industries,"Association activities, nec",0.0
VEN,Industries,"Recreational, Cultural and Sports Activities",0.0
VEN,Industries,"Other Community Service Activities, Social and Personal Services nec",0.0
VEN,Industries,Domestic Service,0.0
VEN,Industries,FISIM,0.0
VEN,Industries,Reexport,0.0
SGP,Industries,Non-profit bodies,0.0
ECU,Industries,Manufacture of snuff products,0.0
SGP,Industries,Domestic services ,0.0
VEN,Industries,Repair of personal and household effects,0.0
ECU,Industries,Manufacture of other food products nec,0.0
SGP,Industries,Repairs of road transport equipment,0.0
SGP,Industries,Repairs of household goods,0.0
SGP,Industries,Personal & household services,0.0
SGP,Industries,Other recreational services,0.0
SGP,Industries,Broadcasting & entertainment services,0.0
SGP,Industries,Cinema services,0.0
ECU,Industries,"Manufacture of cocoa, chocolate and confectionery products",0.0
SGP,Industries,Environmental health services,0.0
SGP,Industries,Medical & health services,0.0
SGP,Industries,Education,0.0
SGP,Industries,Security services,0.0
ECU,Industries,Beverages,0.0
VEN,Industries,"Hotels, camps and other temporary accommodation",0.0
VEN,Industries,"Restaurants, bars and canteens",0.0
VEN,Industries,Rail transport,0.0
VEN,Industries,Other land transport,0.0
VEN,Industries,Water transport,0.0
VEN,Industries,Air Transport,0.0
VEN,Industries,Storage and warehousing services,0.0
VEN,Industries,Other complementary transport activities,0.0
VEN,Industries,"Activities of travel agencies and tour operators, tourist assistance activities nec",0.0
VEN,Industries,Activities of Other Transport Agencies,0.0
VEN,Industries,Postal and courier services,0.0
VEN,Industries,Telecommunications,0.0
VEN,Industries,Plans activities Compulsory Social Security,0.0
VEN,Industries,Other financial intermediation,0.0
VEN,Industries,Financing Plan and Pension Insurance,0.0
VEN,Industries,Auxiliary activities to financial intermediation,0.0
VEN,Industries,Auxiliary activities to finance insurance and pension,0.0
VEN,Industries,Rental services of residential,0.0
VEN,Industries,Rental services of non-residential properties,0.0
VEN,Industries,"Real estate activities on fee or contract, including purchase and sale of property",0.0
VEN,Industries,Rental of transportation equipment and other machinery and equipment,0.0
VEN,Industries,Renting of personal and household goods nec,0.0
VEN,Industries,Computer and Related Activities,0.0
VEN,Industries,Research and Development,0.0
VEN,Industries,Other Business Activities,0.0
VEN,Industries,Public Administration and Defence,0.0
VEN,Industries,Monetary Intemediaci�,0.0
MEX,Industries,"Fishing, hunting and trapping",0.0
MEX,Industries,Services related to agriculture and forestry,0.0
MEX,Industries,Petroleum & gas extraction,0.0
MEX,Industries,Mining of metallic and nonmetallic minerals except oil and gas,0.0
MEX,Industries,Services related to mining,0.0
MEX,Industries,"Power generation, transmission and supply",0.0
ARG,Industries,"Ships, locomotives and aircraft",0.0
ARG,Industries,"Motorcycles, bicycles and other transport",0.0
ARG,Industries,Furniture and mattresses,0.0
ARG,Industries,Other manufacturing industries,0.0
ARG,Industries,Electricity,0.0
ARG,Industries,Gas,0.0
VEN,Industries,"Spinning, weaving and finishing of textiles",0.0
ARG,Industries,Construction,0.0
ARG,Industries,Wholesale,0.0
ARG,Industries,Retail Trade,0.0
ARG,Industries,Hotels,0.0
ARG,Industries,Restaurants,0.0
MUS,Industries,Sewage and refuse disposal ,0.0
MUS,Industries,Activities of membership organisations n.e.c. ,0.0
MUS,Industries,"Recreational, cultural and sporting activities ",0.0
MUS,Industries,Other services ,0.0
MUS,Industries,Other services GG ,0.0
MUS,Industries,FISIM ,0.0
MUS,Industries,Re-export,0.0
ARG,Industries,Water,0.0
MEX,Industries,Other manufacturing industries,0.0
MEX,Industries,Trade,0.0
MEX,Industries,Air transport,0.0
MEX,Industries,Rail transport,0.0
MEX,Industries,Water transport,0.0
MEX,Industries,Trucking,0.0
MEX,Industries,Inland transport of passengers except by rail,0.0
MEX,Industries,Pipeline,0.0
MEX,Industries,Water and gas supply to the final consumer (through pipeline),0.0
MEX,Industries,Building,0.0
MEX,Industries,Construction of civil engineering work or heavy work,0.0
MEX,Industries,Specialized construction work,0.0
MEX,Industries,Forest planning,0.0
MEX,Industries,Beverage industry and snuff,0.0
MEX,Industries,Manufacture of textile inputs,0.0
MEX,Industries,"Manufacture of textiles, except apparel",0.0
MEX,Industries,Apparel Manufacturing,0.0
MEX,Industries,"Manufacture of Leather and substitute materials, except apparel",0.0
MEX,Industries,Timber industry,0.0
MEX,Industries,Paper industry,0.0
MEX,Industries,Printing and related industries,0.0
MEX,Industries,Manufacture of petroleum and coal,0.0
MEX,Industries,Chemical Industry,0.0
MEX,Industries,Plastics and rubber,0.0
MEX,Industries,Agriculture,0.0
MEX,Industries,Livestock,0.0
MEX,Industries,Food industry,0.0
VEN,Industries,"Forestry, logging and Related Service Activities",0.0
VEN,Industries,"Fishing, operation of fish hatcheries and fish farms, service activities related to fishing",0.0
VEN,Industries,"Mining of coal and lignite, peat",0.0
VEN,Industries,Crude oil and natural gas,0.0
VEN,Industries,"Service activities related to oil and natural gas extraction, excluding surveying",0.0
VEN,Industries,Iron Mining,0.0
VEN,Industries,Extraction of metallic minerals,0.0
VEN,Industries,"Extraction of stone, sand and clay",0.0
VEN,Industries,Salt extraction,0.0
VEN,Industries,Other mining and quarrying n.e.c.,0.0
VEN,Industries,"Production, processing and preserving of meat and meat products",0.0
VEN,Industries,Processing and preserving of fish and fish products,0.0
ARG,Industries,Passenger transportation,0.0
VEN,Industries,Processing of oils and fats of vegetable and animal,0.0
VEN,Industries,Dairy processing,0.0
VEN,Industries,"Manufacture of grain mill products, starches, starch derivatives",0.0
VEN,Industries,"Food processing, animal fodder",0.0
VEN,Industries,Development of bakery products,0.0
VEN,Industries,Sugar processing,0.0
VEN,Industries,"Manufacture of cocoa, chocolate and sugar confectionery",0.0
VEN,Industries,"Manufacture of macaroni, noodles and other pasta products",0.0
VEN,Industries,Manufacture of other food products n.e.c.,0.0
VEN,Industries,Alcoholic beverage,0.0
VEN,Industries,Non-alcoholic beverage,0.0
VEN,Industries,Manufacture of Snuff,0.0
VEN,Industries,Processing and preserving of fruits and vegetables,0.0
ARG,Industries,Land freight transport,0.0
ARG,Industries,Pipeline Transport,0.0
ARG,Industries,Shipping,0.0
ECU,Industries,"Manufacture of textiles, garments, manufacture of leather and leather goods",0.0
MUS,Industries,Air Transport ,0.0
MUS,Industries,Supporting and auxiliary transport activities ,0.0
MUS,Industries,Post and telecommunic ations ,0.0
MUS,Industries,Other transport GG ,0.0
MUS,Industries,Insurance ,0.0
MUS,Industries,Other financial intermediation ,0.0
MUS,Industries,Owner Occupied Dwelling ,0.0
MUS,Industries,Other real estate ,0.0
VEN,Industries,Agricultural improvements,0.0
MUS,Industries,Other business activities ,0.0
MUS,Industries,Other business activities GG ,0.0
MUS,Industries,Public Administration and Defence ,0.0
MUS,Industries,Education GG ,0.0
MUS,Industries,Other Education ,0.0
MUS,Industries,Health and Social Work GG ,0.0
MUS,Industries,Other Health and Social Work ,0.0
VEN,Industries,Growing of cereals and other n.e.c.,0.0
VEN,Industries,"Vegetable crops, vegetables, nursery and flower",0.0
VEN,Industries,"Fruit, nuts, beverage and species",0.0
VEN,Industries,Livestock breeding,0.0
VEN,Industries,"Other animal farming, production of animal products n.e.c.",0.0
VEN,Industries,Agricultural activities and livestock services,0.0
MUS,Industries,Computer and related activities ,0.0
MUS,Industries,Mining and quarrying ,0.0
MUS,Industries,Sugar Milling ,0.0
MUS,Industries,Manufacture of Textile-EPZ ,0.0
MUS,Industries,Manufacture of Wearing Apparel- EPZ ,0.0
MUS,Industries,Other_ EPZ ,0.0
MUS,Industries,Manufacture of food products and beverages ,0.0
MUS,Industries,Manufacture of Textiles ,0.0
MUS,Industries,Manufacture of Wearing Apparel ,0.0
MUS,Industries,Tanning and dressing of leather ,0.0
MUS,Industries,Manufacture of wood products ,0.0
MUS,Industries,Manufacture of paper and paper products ,0.0
MUS,Industries,Publishing and printing ,0.0
SGP,Industries,Re-export,0.0
MUS,Industries,Sugar Cane ,0.0
MUS,Industries,Foodcrops ,0.0
ARG,Industries,"Cereals, oilseeds and forage",0.0
ARG,Industries,"Growing of vegetables, legumes, flowers and ornamental plants",0.0
ARG,Industries,Growing fruits and nuts,0.0
ARG,Industries,Industrial crops,0.0
ARG,Industries,Seed production,0.0
ARG,Industries,"Livestock and milk production, wool and hair",0.0
ARG,Industries,Farm Production,0.0
ARG,Industries,Agricultural services,0.0
ZAF,Industries,Specialmachinery,0.0
GEO,Industries,"Manufacture of coke, refined petroleum products and nuclear fuel; manufacture of chemicals, chemical products and man-made fibres; manufacture of rubber and plastic products; manufacture of other non-metallic mineral products",0.0
MUS,Industries,Manufacture of chemicals and chemical products ,0.0
ARG,Industries,Finishing of textiles,0.0
ARG,Industries,Manufacture of textiles,0.0
ARG,Industries,Knitted,0.0
ARG,Industries,"Clothing, finishing and dyeing of fur",0.0
ARG,Industries,Leather tanning and finishing,0.0
ARG,Industries,Leather goods and leather,0.0
ARG,Industries,Footwear and parts,0.0
ARG,Industries,Sawmills,0.0
ARG,Industries,Hunting,0.0
ARG,Industries,Forestry and logging,0.0
ARG,Industries,Fishing,0.0
ARG,Industries,"Extraction of petroleum, gas, coal and uranium",0.0
MUS,Industries,Other Agriculture GG ,0.0
ARG,Industries,Other mining,0.0
ARG,Industries,"Killing of animals, conservation and meat processing",0.0
ARG,Industries,Processing and preserving of fish and fish products,0.0
ARG,Industries,Processing and preserving of fruits and vegetables,0.0
ARG,Industries,Oils and oilseeds products,0.0
ARG,Industries,Dairy Products,0.0
ARG,Industries,Grinding wheat and other cereals,0.0
ARG,Industries,Feed,0.0
ARG,Industries,Bakery Products,0.0
ARG,Industries,Sugar,0.0
ARG,Industries,"Cocoa, chocolate and sugar confectionery",0.0
MUS,Industries,Fishing ,0.0
MUS,Industries,Other Agriculture ,0.0
ARG,Industries,Mining of metal ores,0.0
ECU,Industries,Manufacture of machinery and equipment,0.0
ZAF,Industries,Communica-tions,0.0
ECU,Industries,Manufacture of basic metals and fabricated metal products,0.0
ZAF,Industries,Transportservices,0.0
ZAF,Industries,Accommo-dation,0.0
ECU,Industries,Manufacture of other non-metallic mineral products,0.0
ZAF,Industries,Otherconstruction,0.0
ZAF,Industries,Buildings,0.0
ZAF,Industries,Water,0.0
ZAF,Industries,Electricity,0.0
ZAF,Industries,Othermanufacturing,0.0
ZAF,Industries,Jewellery,0.0
GEO,Industries,Reexport/reimport,0.0
ZAF,Industries,OtherTransport,0.0
ZAF,Industries,Motor vehicleparts,0.0
ECU,Industries,Reexport,0.0
ECU,Industries,Financial intermediation services indirectly measured (FISIM),0.0
ZAF,Industries,Motorvehicles,0.0
ECU,Industries,Housekeeping,0.0
ZAF,Industries,Opticalinstruments,0.0
ECU,Industries,Other social and personal services,0.0
ECU,Industries,Health and social services,0.0
ZAF,Industries,Radio andtelevision,0.0
ECU,Industries,Education,0.0
ZAF,Industries,Trade,0.0
ZAF,Industries,Furniture,0.0
GEO,Industries,FISIM,0.0
GEO,Industries,Activities of households as employers of domestic staff,0.0
ECU,Industries,"Financing of insurance and pension funding, except those of compulsory social security",0.0
ECU,Industries,Financial intermediation except insurance,0.0
ECU,Industries,Post and telecommunications,0.0
ECU,Industries,Transport and storage,0.0
ECU,Industries,Hotels and restaurants,0.0
ECU,Industries,Wholesale and retail,0.0
GEO,Industries,Imputed rent of own occupied dwellings,0.0
GEO,Industries,"Other community, social and personal service activities",0.0
ZAF,Industries,Foodmachinery,0.0
ZAF,Industries,Miningmachinery,0.0
ECU,Industries,Manufacture of transport equipment,0.0
ECU,Industries,Construction,0.0
GEO,Industries,Education,0.0
ZAF,Industries,Machine-tools,0.0
GEO,Industries,Public administration and defence; compulsory social security,0.0
